PDB_ID,Affinity_pK
1bzs,8.0
1c12,8.721246399047171
1c1u,8.2518119729938
1c1v,7.638272163982407
1c29,6.3260580013659125
1c2t,6.585026652029182
1c3e,6.585026652029182
1c3i,5.795880017344075
1c3r,6.3979400086720375
1c3x,3.677780705266081
1c4u,10.366531544420413
1c4y,7.920818753952375
1c50,6.476253533188435
1c5f,6.0655015487564325
1c5n,4.698970004336019
1c5p,4.6777807052660805
1c5t,4.096910013008056
1c5x,6.6777807052660805
1c6y,9.508638306165727
1c83,4.853871964321762
1c84,5.00436480540245
1c85,4.638272163982407
1c86,4.698970004336019
1c87,4.200659450546418
1c88,5.292429823902063
1c8k,6.0
1c8l,8.161150909262744
1c8v,6.3260580013659125
1c9d,6.30189945437661
1caq,7.721246399047171
1cbr,9.397940008672037
1cbx,6.346787486224656
1ce5,4.735182176990463
1cea,4.958607314841775
1ceb,6.0
1cgl,6.8696662315049934
1ch8,7.0
1ci7,7.045757490560675
1cil,9.431798275933005
1cim,8.818156412055227
1cin,8.72584215073632
1ciz,7.443697499232712
1cj1,8.795880017344075
1cka,5.721246399047171
1ckb,5.2839966563652006
1clu,8.267606240177031
1cnw,7.721246399047171
1cnx,7.366531544420414
1cny,7.853871964321762
1cpi,7.4089353929735005
1cqp,5.619788758288394
1cr6,8.508638306165727
1csh,7.552841968657781
1csi,8.795880017344075
1csr,7.376750709602099
1css,6.096910013008056
1ct8,6.522878745280337
1ctt,4.522878745280337
1cw2,6.145693958198919
1cx9,6.749579997691106
1cyn,
1czc,2.8239087409443187
1d09,7.568636235841013
1d1p,3.6020599913279625
1d2e,6.0
1d2s,9.739928612014925
1d3d,9.09151498112135
1d3q,6.537602002101044
1d4h,10.0
1d4i,8.853871964321762
1d4j,8.356547323513812
1d4k,9.221848749616356
1d4l,8.769551078621726
1d4p,6.301029995663981
1d4t,6.187086643357144
1d5j,9.154901959985743
1d6n,4.501689446210399
1d6v,6.173925197299173
1d6w,5.958607314841775
1d7i,3.6020599913279625
1d7j,3.3010299956639813
1d7x,8.522878745280337
1d8e,6.6020599913279625
1d8f,7.7447274948966935
1d8m,8.508638306165727
1dar,4.958607314841775
1db1,9.259637310505756
1db4,7.2441251443275085
1db5,6.818156412055227
1dbb,9.0
1dbj,7.6777807052660805
1dbk,8.096910013008056
1ddm,5.769551078621726
1det,4.301029995663981
1df8,9.698970004336019
1dg9,2.744727494896694
1dgm,5.050609993355088
1dhi,7.259637310505756
1dhj,6.55129368009492
1di8,6.0
1di9,5.301029995663981
1dif,
1dis,
1dkd,5.698970004336019
1dl7,6.494850021680094
1dm2,7.154901959985743
1dmp,9.55284196865778
1dmt,8.698970004336019
1dpu,6.0
1dqn,8.0
1drj,7.3979400086720375
1drk,6.823908740944319
1dtq,8.221848749616356
1dtt,8.301029995663981
1dub,5.795880017344075
1duv,
1dva,8.070581074285707
1dwc,7.4089353929735005
1dwd,8.18045606445813
1dx6,6.185752404268079
1dxp,7.568636235841013
1dy4,4.356547323513813
1dzj,5.886056647693163
1dzk,6.096910013008056
1dzm,5.4089353929735005
1dzp,5.443697499232713
1e00,6.096910013008056
1e02,6.154901959985743
1e03,9.397940008672037
1e06,5.6020599913279625
1e1v,4.920818753952375
1e1x,5.886056647693163
1e1y,5.6020599913279625
1e2k,4.943095148663527
1e2l,4.288192770958809
1e3g,9.00436480540245
1e3v,4.33970383972927
1e4h,8.4089353929735
1e5a,7.638272163982407
1e6q,3.154901959985743
1e6s,3.2218487496163566
1e72,3.2218487496163566
1e8h,5.6777807052660805
1eb1,
1eb2,6.008773924307505
1ebg,
1ebw,9.045757490560675
1ec2,10.0
1ecv,4.853871964321762
1eed,4.790484985457369
1eef,2.9208187539523753
1eei,3.154901959985743
1efi,1.9208187539523751
1efy,8.221848749616356
1egh,5.698970004336019
1ej4,7.301029995663981
1ejn,5.619788758288394
1ek1,7.769551078621726
1ek2,8.200659450546418
1ela,6.356547323513813
1elb,7.154901959985743
1elc,6.657577319177793
1ele,6.853871964321762
1els,
1em6,8.221848749616356
1enu,5.080921907623926
1eoc,6.045757490560675
1eou,7.443697499232712
1epo,7.958607314841775
1epp,7.161150909262744
1err,8.113509274827518
1esz,6.522878745280337
1ets,8.221848749616356
1ett,5.886056647693163
1etz,7.236572006437063
1eub,8.721246399047171
1eve,8.244125144327509
1evh,3.2204035087421756
1ew8,2.2596373105057563
1ewj,7.494850021680094
1exv,7.346787486224656
1ezf,7.251811972993799
1ezq,9.045757490560675
1f0q,6.0
1f0r,7.657577319177793
1f0s,7.7447274948966935
1f0t,6.0
1f0u,7.161150909262744
1f28,7.795880017344075
1f2o,1.9065783148377649
1f2p,1.8961962790440432
1f3e,6.698970004336019
1f3j,5.221848749616356
1f40,6.0
1f47,4.665546248849069
1f4e,2.958607314841775
1f4f,4.619788758288394
1f4g,6.481486060122113
1f57,5.638272163982407
1f5l,5.275724130399211
1f74,3.0457574905606752
1f8e,4.823908740944319
1f92,6.1938200260161125
1f9e,8.698970004336019
1fao,7.366531544420414
1fax,7.3872161432802645
1fbm,6.221848749616356
1fch,7.154901959985743
1fcx,7.1938200260161125
1fcz,9.221848749616356
1fd0,8.397940008672037
1fd7,1.853871964321762
1fdq,7.272458742971444
1ff1,4.920818753952375
1fh7,5.236572006437063
1fh8,6.886056647693163
1fh9,6.431798275933005
1fhd,6.823908740944319
1fj4,4.585026652029182
1fkb,9.698970004336019
1fkf,9.397940008672037
1fkh,8.154901959985743
1fki,7.0
1fkw,5.045757490560675
1flm,9.366531544420413
1flr,10.0
1fls,7.481486060122112
1fm9,9.0
1fmb,10.0
1fo0,5.585026652029182
1fo2,4.698970004336019
1fo3,6.698970004336019
1fpc,7.0
1fpi,5.886056647693163
1fpp,8.0
1fpy,6.0
1fq4,6.400116927926312
1fq5,8.397940008672037
1fq6,7.863279432843593
1fq7,5.42712839779952
1fq8,6.026872146400302
1fsg,5.022276394711152
1ft7,5.180456064458132
1fta,6.356547323513813
1ftk,4.838631997765025
1ftl,6.000869458712629
1fv9,5.0
1fvt,7.221848749616356
1fvv,8.0
1fw0,5.432973633840939
1fwe,5.6020599913279625
1fzj,8.096910013008056
1fzk,8.397940008672037
1fzm,7.698970004336019
1fzo,7.886056647693163
1g05,8.508638306165727
1g1d,9.443697499232712
1g1e,7.5376020021010435
1g27,8.154901959985743
1g2a,8.0
1g2k,7.958607314841775
1g2l,7.2441251443275085
1g2m,7.3979400086720375
1g30,6.853871964321762
1g35,8.136677139879543
1g36,7.173925197299173
1g3b,5.7447274948966935
1g3c,5.795880017344075
1g3d,5.552841968657781
1g3e,5.376750709602099
1g3f,6.366531544420414
1g3m,10.0
1g45,8.638272163982407
1g46,8.795880017344075
1g49,7.795880017344075
1g4j,8.698970004336019
1g4k,5.698970004336019
1g4o,8.2518119729938
1g50,6.275724130399211
1g52,9.537602002101044
1g53,9.040958607678906
1g5s,7.318758762624412
1g6r,4.267606240177032
1g6s,5.154901959985743
1g7f,5.468521082957745
1g7g,6.6020599913279625
1g7p,7.045757490560675
1g7v,6.3979400086720375
1g85,5.481486060122113
1g98,5.698970004336019
1g9a,5.301029995663981
1g9b,5.301029995663981
1g9c,5.301029995663981
1g9d,5.301029995663981
1g9s,3.607303046740334
1g9t,3.2790142558462607
1ga8,1.7958800173440752
1gaf,8.0
1gah,
1gai,8.0
1gar,
1gca,6.698970004336019
1gcz,5.130768280269024
1gfy,5.079876673709276
1gfz,4.0
1ghw,4.200659450546418
1ghy,8.096910013008056
1ghz,4.795880017344075
1gi1,5.468521082957745
1gi4,7.187086643357144
1gi6,6.221848749616356
1gi7,4.508638306165727
1gi8,5.050609993355088
1gi9,5.221848749616356
1gj4,4.070581074285707
1gj5,4.958607314841775
1gj6,7.0
1gj7,7.886056647693163
1gjb,6.346787486224656
1gjc,6.346787486224656
1gjd,5.221848749616356
1gnj,7.040958607678906
1gnm,6.251811972993799
1gno,7.698970004336019
1gny,4.136677139879544
1gpy,4.698970004336019
1gqs,6.301029995663981
1gsf,
1gsz,7.214670164989233
1gt4,6.522878745280337
1gu1,4.522878745280337
1gu3,4.3223930472795065
1gui,6.275724130399211
1gux,6.958607314841775
1gvk,3.050609993355087
1gvu,9.0
1gvx,7.221848749616356
1gwm,4.096910013008056
1gwq,7.119186407719209
1gwr,6.6020599913279625
1gwv,2.571865205971211
1gym,2.6989700043360187
1gyy,3.638272163982407
1gz3,3.6989700043360187
1gz4,3.6989700043360187
1gz9,3.5086383061657274
1gzc,3.494850021680094
1gzg,3.0457574905606752
1gzv,6.568636235841013
1h01,4.657577319177793
1h0w,4.886056647693163
1h1h,5.221848749616356
1h1p,4.920818753952375
1h1q,6.0
1h1r,5.638272163982407
1h1s,8.221848749616356
1h25,5.7447274948966935
1h27,5.6020599913279625
1h28,6.522878745280337
1h2k,2.9208187539523753
1h35,7.5376020021010435
1h36,7.7447274948966935
1h37,7.229147988357855
1h39,6.539102157243452
1h3a,6.55129368009492
1h3b,6.85078088734462
1h3c,6.51427857351842
1h3h,6.657577319177793
1h4w,4.657577319177793
1h5u,6.749579997691106
1h5v,3.9318141382538383
1h60,4.698970004336019
1h61,4.886056647693163
1h62,4.769551078621726
1h6h,5.301029995663981
1h79,4.886056647693163
1h7a,4.721246399047171
1h8l,7.468521082957745
1h9l,3.1191864077192086
1h9z,5.42021640338319
1ha2,5.537602002101044
1hbv,6.366531544420414
1hc9,8.721246399047171
1hdq,5.823908740944319
1hdt,7.764471553092451
1hee,5.337242168318426
1hef,9.0
1heg,7.7447274948966935
1hge,2.2676062401770314
1hgi,2.6777807052660805
1hgj,1.6575773191777938
1hgt,6.823908740944319
1hih,8.045757490560675
1hii,7.275724130399211
1hiv,
1hiy,3.0809219076239263
1hk3,6.585026652029182
1hk4,5.309803919971486
1hk5,5.242603971206976
1hkj,8.585026652029182
1hkk,7.3979400086720375
1hkm,8.721246399047171
1hlf,5.638272163982407
1hlk,5.0
1hn4,3.8239087409443187
1hos,8.55284196865778
1hp0,6.698970004336019
1hp5,6.552841968657781
1hpo,9.221848749616356
1hps,9.221848749616356
1hpv,9.221848749616356
1hpx,
1hqf,5.0
1hqg,3.0
1hqh,6.301029995663981
1hrn,8.045757490560675
1hs6,5.376750709602099
1hsg,9.42021640338319
1hte,5.644931793651149
1htf,6.8297382846050425
1htg,8.42021640338319
1hti,5.130768280269024
1hty,1.3979400086720375
1hv5,8.301029995663981
1hvh,7.958607314841775
1hvi,
1hvj,
1hvl,
1hvr,9.508638306165727
1hvy,6.537602002101044
1hwr,8.327902142064282
1hww,7.698970004336019
1hxk,3.3979400086720375
1hy7,5.388276691992658
1hyo,4.071604147743286
1i00,6.337242168318426
1i32,5.698970004336019
1i33,4.1249387366083
1i37,9.568636235841012
1i41,4.568636235841013
1i43,3.6989700043360187
1i48,5.698970004336019
1i6v,5.0
1i7c,6.3979400086720375
1i7g,6.0
1i7i,6.698970004336019
1i7m,9.638272163982407
1i7z,6.3979400086720375
1i8z,8.896196279044043
1i90,8.892790030352131
1i91,8.939302159646388
1i9l,8.481486060122112
1i9n,8.657577319177793
1i9o,8.42021640338319
1i9p,8.4089353929735
1icj,2.221848749616356
1ida,
1idb,7.958607314841775
1idg,7.187086643357144
1ie9,10.187086643357144
1iep,7.0
1if7,
1if8,
1igb,6.3979400086720375
1ih0,5.0
1iht,8.455931955649724
1ihy,3.744727494896694
1iig,1.5686362358410126
1iih,2.886056647693163
1iiq,7.481486060122112
1ijr,5.443697499232713
1ik4,7.4089353929735005
1ikt,3.3979400086720375
1ikv,6.2839966563652006
1ikw,8.602059991327963
1il3,2.5528419686577806
1il4,2.853871964321762
1il5,2.657577319177794
1il9,3.3979400086720375
1ilh,7.3872161432802645
1imx,3.5228787452803374
1inf,5.0
1ing,
1inh,2.3010299956639813
1inq,6.268411234813261
1it6,8.387216143280265
1iup,2.537602002101044
1ivp,7.522878745280337
1iyl,9.0
1izi,6.585026652029182
1j01,6.468521082957745
1j07,7.6777807052660805
1j15,3.844663962534938
1j17,5.218244625347531
1j19,7.785156151952302
1j1a,7.5376020021010435
1j36,7.7447274948966935
1j4r,7.721246399047171
1j5i,3.638272163982407
1j7z,7.698970004336019
1jak,5.568636235841013
1jao,5.920818753952375
1jaq,4.481486060122113
1jbd,6.920818753952375
1jd0,8.244125144327509
1jd5,6.619788758288394
1jd6,7.3872161432802645
1jdj,2.3010299956639813
1jet,7.251811972993799
1jeu,6.823908740944319
1jfh,2.0457574905606752
1jg0,5.301029995663981
1jgl,8.698970004336019
1jh1,4.3872161432802645
1jif,6.200659450546418
1jii,9.0
1jij,8.522878745280337
1jik,9.698970004336019
1jil,8.397940008672037
1jiz,8.698970004336019
1jj9,5.769551078621726
1jje,8.431798275933005
1jjt,8.045757490560675
1jk7,8.522878745280337
1jld,6.732828271596986
1jlq,8.154901959985743
1jlr,3.332547047110046
1jlx,5.795880017344075
1jm4,5.0
1jmf,5.769551078621726
1jmg,6.070581074285707
1jmi,6.060480747381382
1jn4,4.94692155651658
1jpl,5.0
1jq3,6.698970004336019
1jq8,5.995678626217358
1jq9,8.447331783887806
1jqd,5.161150909262744
1jr1,8.221848749616356
1jsv,5.698970004336019
1jt1,3.3979400086720375
1jtq,8.070581074285707
1juf,5.853871964321762
1juj,6.962573502059376
1juq,4.251811972993799
1jut,7.321481620959886
1juy,7.657577319177793
1jvp,5.795880017344075
1jvu,5.154901959985743
1jwm,3.5686362358410126
1jws,4.853871964321762
1jwt,7.853871964321762
1jwu,5.337242168318426
1jyc,4.337242168318426
1jyi,4.0
1jzs,6.6020599913279625
1k03,6.0
1k06,5.337242168318426
1k08,5.337242168318426
1k1j,7.552841968657781
1k1l,6.903089986991944
1k1m,7.3979400086720375
1k1n,6.815308569182402
1k1o,6.170696227168975
1k1p,7.924453038607469
1k1y,3.2218487496163566
1k21,8.3767507096021
1k22,8.397940008672037
1k27,9.0
1k2v,4.443697499232712
1k3t,4.1938200260161125
1k6t,7.619788758288394
1k6v,6.920818753952375
1k9q,3.154901959985743
1ka7,6.221848749616356
1kak,4.585026652029182
1kav,5.823908740944319
1kc7,5.522878745280337
1kdk,9.045757490560675
1ke5,6.251811972993799
1ke6,8.244125144327509
1ke7,8.050609993355087
1ke8,6.0
1ke9,6.180456064458132
1kf6,6.698970004336019
1kfy,5.2839966563652006
1kjr,6.055517327849832
1kkq,6.619788758288394
1kl3,5.863279432843593
1kl5,5.991399828238082
1klg,7.886056647693163
1kll,5.200659450546418
1klu,7.6020599913279625
1kmv,6.950781977329818
1kna,5.154901959985743
1kne,5.6020599913279625
1koj,6.698970004336019
1kr3,5.0
1ksn,9.397940008672037
1kti,3.431798275933005
1ktt,5.823908740944319
1kug,3.795880017344075
1kui,3.7721132953863266
1kuk,3.906578314837765
1kv1,5.935542010773082
1kv2,10.0
1kv5,4.221848749616356
1kvo,7.886056647693163
1kwq,9.207608310501746
1kwr,6.6020599913279625
1kyn,5.3872161432802645
1kyv,5.920818753952375
1kz8,6.080921907623926
1l0a,4.621602099051862
1l2s,4.585026652029182
1l5q,3.96657624451305
1l5r,4.769551078621726
1l5s,3.2596373105057563
1l6m,8.102372908709558
1l7x,4.036212172654444
1l83,3.3979400086720375
1l8g,6.221848749616356
1laf,7.853871964321762
1lag,6.301029995663981
1lan,7.221848749616356
1lb6,4.075720713938118
1lbf,7.853871964321762
1lcj,9.0
1ld7,8.958607314841775
1ld8,8.455931955649724
1lee,7.7447274948966935
1leg,7.954677021213342
1lek,8.886056647693163
1lev,5.6020599913279625
1lf2,7.522878745280337
1lf3,7.0
1lf9,
1lgt,6.096910013008056
1lgw,4.0
1lhu,8.829738284605043
1lhv,8.910094888560602
1lhw,9.079876673709276
1li2,4.040958607678906
1li3,4.251811972993799
1ljt,5.154901959985743
1lke,7.519993057042849
1lkx,5.1487416512809245
1ll4,7.221848749616356
1lnm,8.698970004336019
1lox,5.522878745280337
1lpk,7.552841968657781
1lq2,8.769551078621726
1lqd,8.045757490560675
1lqe,5.821886747685368
1lqf,8.301029995663981
1lrh,6.823908740944319
1lrt,5.638272163982407
1lt5,2.6989700043360187
1lt6,3.3010299956639813
1lv8,5.455931955649724
1lvc,6.0
1lvu,5.318758762624412
1lxf,4.096910013008056
1lxh,7.187086643357144
1lyb,
1lyx,4.5376020021010435
1lzo,4.5376020021010435
1m0b,8.8153085691824
1m0q,3.886056647693163
1m13,7.568636235841013
1m1b,4.657577319177793
1m21,
1m2x,4.154901959985743
1m48,5.086186147616283
1m4h,9.522878745280337
1m51,4.72584215073632
1m5b,8.013228265733755
1m5c,6.301029995663981
1m5d,5.036212172654444
1m5e,7.696803942579511
1m5f,7.8297382846050425
1m5w,4.267606240177032
1m6p,5.096910013008056
1m74,7.0
1m7d,6.229147988357856
1m7i,5.3979400086720375
1m7q,8.585026652029182
1m7y,10.958607314841775
1m83,3.3979400086720375
1m9n,6.920818753952375
1mai,6.6777807052660805
1mau,
1maw,1.0969100130080565
1mcz,3.0
1mdl,3.0915149811213505
1me7,7.187086643357144
1me8,7.187086643357144
1mes,7.698970004336019
1met,9.397940008672037
1meu,6.096910013008056
1mf4,7.991399828238082
1mfg,4.301029995663981
1mfi,5.585026652029182
1mh5,9.214670164989233
1mkd,6.795880017344075
1ml1,4.2839966563652006
1mm6,7.698970004336019
1mm7,7.698970004336019
1mmp,6.070581074285707
1mmq,7.522878745280337
1mmr,5.3979400086720375
1mnc,10.337242168318426
1moq,3.4559319556497243
1mpa,8.040958607678906
1mq1,6.585026652029182
1mq5,9.0
1mqd,6.769551078621726
1mqg,6.2839966563652006
1mqh,6.522878745280337
1mqi,7.6283780728239785
1mqj,5.3223930472795065
1mrw,9.698970004336019
1ms0,2.910094888560602
1ms7,6.769551078621726
1msm,
1msn,9.09151498112135
1mto,6.958607314841775
1mtr,8.397940008672037
1mu6,8.3767507096021
1mu8,9.0
1mue,8.638272163982407
1mui,
1mv0,4.0301183562535
1mwn,6.698970004336019
1mxl,3.812479279163537
1mxu,5.3979400086720375
1my2,7.769551078621726
1my3,5.3979400086720375
1my4,6.978810700930062
1mzc,10.221848749616356
1mzs,5.154901959985743
1n0t,4.913640169325252
1n1g,
1n1t,3.853871964321762
1n1v,3.853871964321762
1n43,
1n46,10.522878745280337
1n4h,6.552841968657781
1n4k,10.045757490560675
1n4m,6.721246399047171
1n51,4.853871964321762
1n5r,5.657577319177793
1n7i,6.585026652029182
1n7j,6.431798275933005
1n7m,5.707743928643524
1n7t,6.823908740944319
1n8u,6.031517051446065
1n8v,6.031517051446065
1n94,8.958607314841775
1n95,8.920818753952375
1n9a,8.657577319177793
1n9m,
1nax,6.431798275933005
1nd5,8.397940008672037
1nde,7.823908740944319
1ndj,
1ndv,5.920818753952375
1ndw,5.229147988357856
1ndy,6.167491087293763
1ndz,8.113509274827518
1nfs,
1nfx,8.522878745280337
1nfy,8.886056647693163
1ngw,7.684029654543083
1nhg,7.301029995663981
1nhv,5.657577319177793
1nhw,4.844663962534939
1nhx,5.675717544702307
1nhz,6.075720713938118
1ni1,9.045757490560675
1nj1,7.6020599913279625
1nj5,7.301029995663981
1nja,6.309803919971486
1njb,5.795880017344075
1njc,5.552841968657781
1njd,5.568636235841013
1nje,3.7958800173440754
1njf,6.2076083105017466
1njj,2.0969100130080562
1njs,7.823908740944319
1nki,6.698970004336019
1nl4,9.4089353929735
1nl9,5.958607314841775
1nlo,5.468521082957745
1nlp,4.958607314841775
1nlt,4.920818753952375
1nm6,10.045757490560675
1nmk,8.244125144327509
1nnb,5.0
1nnk,5.455931955649724
1nnu,6.823908740944319
1nny,7.657577319177793
1no6,4.4089353929735005
1noi,3.154901959985743
1noj,3.154901959985743
1nok,3.154901959985743
1nox,7.045757490560675
1npa,8.698970004336019
1npv,8.244125144327509
1npw,8.698970004336019
1nq0,10.318758762624412
1nq7,6.795880017344075
1ntk,
1ntv,5.823908740944319
1nu1,7.1938200260161125
1nu3,4.0
1nu8,5.42021640338319
1nvr,8.10790539730952
1nw5,5.214670164989233
1nw7,5.0915149811213505
1nwl,2.3872161432802645
1ny2,2.7569619513137056
1nyx,7.036212172654444
1nz7,7.119186407719209
1nzq,7.958607314841775
1o0d,8.207608310501746
1o0o,5.096910013008056
1o1s,7.309803919971486
1o2g,6.119186407719209
1o2h,7.167491087293763
1o2j,6.920818753952375
1o2k,6.920818753952375
1o2p,4.853871964321762
1o2q,7.6777807052660805
1o2r,5.214670164989233
1o2s,5.468521082957745
1o2t,7.853871964321762
1o2u,5.853871964321762
1o2v,5.853871964321762
1o2w,5.853871964321762
1o2x,5.853871964321762
1o2y,5.853871964321762
1o30,6.769551078621726
1o32,5.7447274948966935
1o34,5.7447274948966935
1o35,5.0
1o36,5.958607314841775
1o37,6.823908740944319
1o39,7.130768280269024
1o3b,7.130768280269024
1o3c,7.130768280269024
1o3e,7.958607314841775
1o3g,7.958607314841775
1o3h,7.301029995663981
1o3i,7.301029995663981
1o3j,6.769551078621726
1o3k,6.769551078621726
1o3l,6.537602002101044
1o3p,6.657577319177793
1o41,3.0457574905606752
1o42,8.045757490560675
1o44,8.522878745280337
1o46,8.0
1o47,8.397940008672037
1o48,6.346787486224656
1o49,6.359518563029578
1o4b,5.698970004336019
1o4f,3.5228787452803374
1o4g,
1o4h,2.4436974992327127
1o4j,2.3565473235138126
1o4m,
1o4o,2.4559319556497243
1o4p,2.6020599913279625
1o4r,2.408935392973501
1o5c,5.221848749616356
1o5f,6.070581074285707
1o5g,4.958607314841775
1o5m,8.721246399047171
1o5p,10.0
1o5r,8.1249387366083
1o6h,6.730487055782084
1o6i,3.1870866433571443
1o6q,7.638272163982407
1o6r,7.096910013008056
1o79,6.391473966422806
1o86,9.568636235841012
1o8b,2.6777807052660805
1o9e,4.180456064458132
1o9k,6.468521082957745
1oar,7.3979400086720375
1obx,5.721246399047171
1ocn,6.3851027839668655
1od8,5.096910013008056
1odj,4.096910013008056
1ody,8.096910013008056
1oe0,5.161150909262744
1oe7,5.522878745280337
1oe8,5.522878745280337
1oeb,6.928117992693875
1ofz,4.617982957425132
1ogd,3.0315170514460648
1ogu,7.468521082957745
1ogz,5.853871964321762
1oh4,3.744727494896694
1oi9,7.161150909262744
1oim,5.318758762624412
1oiq,5.537602002101044
1oir,7.494850021680094
1oit,
1oiu,6.6777807052660805
1oiy,7.1938200260161125
1oko,4.5376020021010435
1okw,5.251811972993799
1okx,6.795880017344075
1oky,8.187086643357144
1ols,5.818156412055227
1olx,4.326979092871104
1om1,6.769551078621726
1om2,4.698970004336019
1om9,4.154901959985743
1onp,7.522878745280337
1ony,6.769551078621726
1opi,7.301029995663981
1oq5,7.6777807052660805
1oqp,7.301029995663981
1os5,6.853871964321762
1osg,7.522878745280337
1oss,4.785156151952302
1osv,3.4814860601221125
1ouk,9.886056647693163
1ouy,8.366531544420413
1ov3,6.721246399047171
1ove,9.130768280269024
1ow6,5.3979400086720375
1owd,8.200659450546418
1owe,6.199970640755866
1owi,7.552841968657781
1owj,7.318758762624412
1owk,7.628932137728263
1oxn,5.6777807052660805
1oxq,6.301029995663981
1oxr,5.1938200260161125
1oy7,5.356547323513812
1oyn,6.259637310505756
1oyq,6.958607314841775
1oz0,7.698970004336019
1p0y,0.9965394678904935
