PDB_ID,Affinity_pK
6ea1,6.590066876668706
6ee6,6.665546248849069
6ee4,6.694648630553377
6ee3,6.863279432843593
4zx4,7.107905397309519
4zx3,7.187086643357144
4zw3,7.568636235841013
5ekx,2.0315170514460648
5eiw,2.0457574905606752
5eif,2.5528419686577806
5ehi,3.344861565188618
5ehg,3.43297363384094
5f3t,3.677780705266081
5hn0,
5f41,4.173925197299173
5f3z,4.5376020021010435
5iq6,5.259637310505756
5cuq,5.920818753952375
5hmy,6.301029995663981
5jjs,7.318758762624412
5jjr,7.795880017344075
5mfr,4.301029995663981
5mfs,6.481486060122113
5mft,7.468521082957745
5dlv,4.982966660701219
5m0d,6.089375595110798
5m0s,6.694648630553377
5lqq,7.0915149811213505
5olb,7.886056647693163
5m0m,8.221848749616356
5ohi,8.468521082957745
5zz2,8.85078088734462
6acb,9.4089353929735
3l4t,5.42021640338319
3l4w,6.0
3l4u,7.522878745280337
5lgn,5.537602002101044
5yjb,7.5376020021010435
5nn4,1.9366666410482505
5nn5,5.468521082957745
5nn6,5.522878745280337
5m7m,6.447331783887806
5mhp,7.823908740944319
6boy,
5wg6,4.543633966870957
5h14,5.057495893831919
5u5t,5.4089353929735005
5h15,5.804100347590766
5u62,5.886056647693163
5h17,6.050609993355088
5h19,6.494850021680094
5gsa,7.086186147616283
5wuk,7.853871964321762
5ls6,
5lbq,5.109020403010311
5lhg,5.6020599913279625
5l3e,6.180456064458132
5lgt,6.508638306165727
5lgu,7.657577319177793
5lhi,8.10790539730952
5lhh,8.173925197299173
2vo5,4.886056647693163
2vl4,6.010995384301463
2vot,7.142667503568731
5npc,
5npe,
5npd,7.42021640338319
5n69,6.537602002101044
5gmh,6.309803919971486
5wyx,6.657577319177793
5wyz,7.6777807052660805
5o0s,4.236572006437063
5ost,4.5638373529592435
5tus,4.42712839779952
5v9p,6.138465589140962
5k4l,7.301029995663981
5v9t,7.346787486224656
5ceh,8.0
5jpt,
5t4e,5.358922686674625
1n1m,5.698970004336019
2ole,7.250263684430939
5t4f,8.0
5t4h,8.031050319018657
3nox,8.657577319177793
5i7u,8.769551078621726
5kby,8.823908740944319
5ism,9.154901959985743
5t4b,9.3767507096021
5tef,5.3979400086720375
6eks,3.8416375079047502
6eku,4.2839966563652006
5edu,8.657577319177793
6c2x,4.7594507517174005
6as6,4.818156412055227
6dnp,5.180456064458132
6asu,5.214670164989233
6dlj,5.552841968657781
6dko,5.795880017344075
6c7b,5.823908740944319
6au9,5.958607314841775
5drc,5.978810700930062
6dl9,6.0
6axb,6.301029995663981
6c8p,6.698970004336019
5ecv,6.769551078621726
6apz,6.823908740944319
6bu1,7.221848749616356
5dri,7.698970004336019
6ba7,8.154901959985743
6c6o,8.301029995663981
2pvv,3.3585258894959007
5d29,7.013228265733755
5ely,7.356547323513812
5of0,8.6345120151091
4lqg,8.886056647693163
6hkj,9.00436480540245
6h7y,9.455931955649724
6hkz,9.886056647693163
6h7z,10.1249387366083
5fl0,6.455931955649724
5mi5,6.769551078621726
5mi7,7.113509274827518
5mi6,7.301029995663981
5fky,8.327902142064282
5fl1,8.494850021680094
6gzh,8.267606240177031
6ma2,5.3872161432802645
4gz3,5.7447274948966935
4ay5,6.267606240177032
6ma4,7.346787486224656
6ma5,8.096910013008056
6ma1,8.096910013008056
6ma3,8.301029995663981
3n75,7.892790030352131
5ogl,4.314258261397736
4fpk,4.241088107602026
4fpf,4.410050398674293
5mrh,4.200659450546418
5mri,4.3979400086720375
5ukl,6.200659450546418
5ukk,6.214670164989233
5he3,6.552841968657781
5he1,6.552841968657781
6c2y,6.6020599913279625
5he0,6.823908740944319
5he2,6.886056647693163
5wg4,7.0
5wg5,7.180456064458132
5ukm,7.522878745280337
5wg3,8.096910013008056
5vsj,4.022276394711152
5vt4,4.346787486224656
5y6k,6.0655015487564325
5td7,5.769551078621726
6baw,5.376750709602099
5wmt,5.860120913598763
6c91,6.187086643357144
6aom,6.200659450546418
6aol,6.267606240177032
5in9,6.356547323513813
4yxd,4.338187314462739
6cq5,4.2441251443275085
6bod,4.259637310505756
6cq0,4.455931955649724
6cq4,4.853871964321762
6boe,5.537602002101044
5w5v,6.096910013008056
6bny,6.3979400086720375
5hm3,5.167491087293763
6faa,6.747146969020107
6fac,6.747146969020107
6fa5,6.747146969020107
5emj,7.481486060122112
5eml,7.638272163982407
5emk,7.886056647693163
6ckc,8.221848749616356
5a6k,5.94692155651658
5a6a,7.217527375833714
5a6b,8.102372908709558
5a69,8.958607314841775
5ij7,8.508638306165727
5wzr,7.292429823902063
6hm6,5.5003129173815966
5lma,6.6020599913279625
5y5t,6.675717544702307
6hm7,7.100179497572904
4xg7,7.486782399932061
4wnm,7.585026652029182
5t68,7.638272163982407
4xg4,7.667561540084395
5y5u,7.752026733638194
4xg3,7.756961951313706
5lmb,7.801342913045577
5tt7,7.886056647693163
5ghv,7.91721462968355
4xg6,8.013228265733755
5tiu,8.301029995663981
5tr6,8.494850021680094
4xg8,8.721246399047171
4xg9,9.154901959985743
5bpp,4.799696817018415
5n3w,6.301029995663981
5d6j,4.443697499232712
6f9r,4.97469413473523
6f9v,6.764724123312948
6en5,7.941194513324093
6en6,7.941194513324093
6h5x,10.823908740944319
5ey9,5.412289034981089
3moe,4.301029995663981
5ndd,6.46344155742847
5k5s,2.6903698325741012
2x97,5.657577319177793
2xhm,6.795880017344075
2x8z,7.958607314841775
5qcm,6.958607314841775
6c0s,7.050609993355087
5tks,7.167491087293763
5qck,7.638272163982407
5exn,7.638272163982407
5q0h,7.920818753952375
5qcl,7.958607314841775
5exm,8.200659450546418
5qcn,8.221848749616356
5exl,8.431798275933005
5tkt,8.494850021680094
5q0d,9.0
5q0e,9.161150909262744
5q0g,9.744727494896694
5tku,9.795880017344075
5q0f,9.886056647693163
5wb6,10.698970004336019
6ep4,5.346787486224656
5lkr,5.480697150764572
6esy,5.585026652029182
6esj,5.6777807052660805
6eqp,5.958607314841775
5k5e,6.3535962737769305
5dyy,7.244887733604929
5dyt,7.6020599913279625
5dyw,8.309803919971486
6f7q,8.962573502059376
5nn0,
5uz0,7.795880017344075
5uy8,
2x0y,4.6020599913279625
2cbj,8.267606240177031
2j62,
6f9u,5.130768280269024
3bkk,6.080921907623926
6f9t,7.860120913598763
3l3n,8.18045606445813
2xy9,9.187086643357144
6h5w,10.795880017344075
5y86,6.096910013008056
6mrg,7.552841968657781
6g1u,5.610833915635467
6g4n,5.638272163982407
6g4m,6.6020599913279625
6ezh,7.039053804266168
6g1v,7.22767829327708
5nau,7.5249101966109935
6ezg,7.690369832574101
5nap,7.953895212753961
6g1w,8.143875555757699
6ezq,4.657577319177793
2d3u,6.920818753952375
5czb,8.00436480540245
5fpp,4.0
6fsd,4.2441251443275085
6fse,4.7447274948966935
5fum,4.7447274948966935
5ov9,5.657577319177793
5eie,7.638272163982407
5ehq,
5fkj,
5ehn,
3cj2,4.853871964321762
5dqf,3.596879478824182
5tri,5.060480747381382
5trh,5.075720713938118
5trk,5.2076083105017466
5trj,5.920818753952375
5pzm,5.958607314841775
5pzn,7.3872161432802645
6beb,3.6090648928966207
6bef,3.9829666607012197
6bec,4.008773924307505
6bee,4.657577319177793
6bed,4.721246399047171
5ech,3.795880017344075
5eci,3.795880017344075
2xzg,4.7447274948966935
6gl3,7.958607314841775
6egs,3.5850266520291822
5ndf,5.853871964321762
5kzq,8.275724130399212
5kww,8.130768280269024
6gg5,3.653647025549361
6gg4,3.688246138944246
5vqu,5.107905397309519
5vqq,5.275724130399211
5vqs,5.698970004336019
5vqw,5.698970004336019
5vqr,5.920818753952375
5tuq,6.346787486224656
6duh,7.42021640338319
6c0r,7.508638306165727
5uv5,7.698970004336019
6duf,8.136677139879543
6dug,8.267606240177031
6c0n,8.366531544420413
5tw3,8.698970004336019
5fp0,7.769551078621726
6fr2,7.920818753952375
6aum,9.096910013008056
5ws3,8.958607314841775
5wqc,8.958607314841775
6bmr,4.221848749616356
6bmv,4.6777807052660805
6bmx,4.723538195826756
5ehp,4.920818753952375
5xzr,5.485452247339714
6cms,5.823908740944319
6cmr,6.609064892896621
5ehr,7.136677139879544
4dmw,4.943095148663527
4h4b,2.6989700043360187
5cr7,3.1023729087095586
5o9o,4.886056647693163
5oa2,5.008773924307505
5o9p,5.09366495819491
5o9q,5.2076083105017466
5o9y,5.337242168318426
5o9r,5.388276691992658
5oa6,5.508638306165727
5aqh,2.4559319556497243
5aqj,2.677780705266081
5aqp,2.6777807052660805
5aqn,2.769551078621726
5aqo,2.853871964321762
5aqr,3.0
5aqq,3.0969100130080562
5aqv,3.431798275933005
5aqt,3.5086383061657274
5aqf,3.7825160557860937
4zjc,8.958607314841775
4zj8,9.259637310505756
6awp,7.161150909262744
6awo,8.698970004336019
6awn,9.200659450546418
5uuu,7.7447274948966935
5uvc,8.214670164989233
2vl8,4.522878745280337
5z5f,2.167491087293764
5j58,
5j59,
5v49,
5tqu,
5nfh,7.7447274948966935
4zt5,
4zt6,
4zt7,
4zt2,
4zt3,
4zt4,
6e59,8.667561540084394
5fi2,7.154901959985743
5fi7,7.3979400086720375
5i94,7.522878745280337
5fi6,7.522878745280337
5wj6,7.568636235841013
6m9t,7.701146923590294
5k0t,5.780677491580663
4py2,6.565431095965801
5k0s,8.221848749616356
1o4q,2.494850021680094
6f3f,4.522878745280337
4ybk,7.823908740944319
4ybj,9.275724130399212
5ulg,6.723538195826756
5ul5,6.97469413473523
6ee2,6.709965388637482
6eee,7.539102157243452
4nrt,6.0
4lq3,6.346787486224656
5w1e,5.236572006437063
4o4r,6.055517327849832
3upf,6.698970004336019
4nru,6.939302159646388
3ur0,7.154901959985743
5mtv,4.113509274827518
5x33,8.494850021680094
5lm4,
5llm,5.346787486224656
6hvi,6.42021640338319
6etj,6.721246399047171
6hvh,7.327902142064283
6hvj,7.552841968657781
5fdo,6.442492798094342
6dm8,7.2839966563652006
6b7h,9.032920265855504
5l13,6.958607314841775
5zh3,4.671620396561262
5zh4,5.139661993429006
5zh5,5.333482019445119
5zh2,6.537602002101044
5jox,4.455931955649724
5eue,6.769551078621726
5eud,6.823908740944319
5fcz,4.200659450546418
5jur,8.522878745280337
6euv,8.619788758288394
5wl0,9.173925197299173
5t1a,7.886056647693163
3d45,5.6777807052660805
5ifu,4.468521082957745
4wi1,5.301029995663981
4q15,7.958607314841775
5nzm,3.896196279044043
5un9,7.6777807052660805
5wf5,7.649751981665837
5wf6,7.8326826652518236
6e4w,6.7037737127388395
6e4u,7.866461091629782
6e4t,8.047691990337874
5kq5,8.045757490560675
5y3o,6.860120913598763
5y3n,7.102372908709558
2wxd,5.481486060122113
5wi0,3.4436974992327127
5wi1,5.0
5kit,7.886056647693163
5upe,8.045757490560675
5upf,8.602059991327963
5l2n,5.552841968657781
5l2o,6.119186407719209
5l2m,6.886056647693163
6bfe,5.853871964321762
6ej3,5.928486194904911
5hu0,6.22548303427145
5f01,6.376750709602099
5he5,6.4736607226101555
5f00,6.6020599913279625
6bfw,6.657577319177793
5ezz,6.838631997765025
5ie1,6.853871964321762
5ezx,7.060480747381382
6bfx,7.102372908709558
5t1w,7.113509274827518
6fgy,7.154901959985743
5t1u,7.161150909262744
5v0n,7.1732774798310075
5hdx,7.318758762624412
5dqc,7.341035157335565
5tol,7.481486060122112
5he4,7.698970004336019
6ej2,7.795880017344075
5i3v,7.795880017344075
5hdv,7.823908740944319
6dhc,7.962573502059376
6eqm,7.958607314841775
5i3x,8.096910013008056
6bfd,8.301029995663981
5he7,8.301029995663981
5hd0,8.397940008672037
5htz,8.619788758288394
5hu1,8.657577319177793
5hdu,9.0
5i3w,9.221848749616356
5i3y,9.397940008672037
5uyu,9.508638306165727
5xig,6.376750709602099
5xii,7.1249387366083
5xih,7.154901959985743
5xij,7.301029995663981
3pp7,3.9370421659154897
4gqq,2.886056647693163
1u33,4.6020599913279625
1xd0,7.1249387366083
5f91,5.200659450546418
5vr8,6.8696662315049934
6b5i,5.958607314841775
6hlx,7.173925197299173
5tzy,8.698970004336019
5kw2,9.09151498112135
5wp5,5.337242168318426
5tgc,6.698970004336019
5ddc,7.036212172654444
5db0,7.431798275933005
5db2,7.6020599913279625
5db1,7.657577319177793
5db3,7.920818753952375
6d5j,6.337242168318426
6d5g,6.6020599913279625
6d5e,6.853871964321762
6d5h,6.920818753952375
6d59,
6d55,7.356547323513813
6d56,8.045757490560675
5yjy,6.939302159646388
6bfa,9.0
5m4q,3.5086383061657274
5mby,3.5086383061657274
5yyb,6.557520230935552
5z99,6.876148359032914
6iiv,6.853871964321762
6iiu,7.958607314841775
6bh8,5.119186407719209
5mim,7.337242168318426
5a1f,4.610833915635467
5a3w,5.823908740944319
5fun,7.585026652029182
5a3n,7.721246399047171
5a3t,8.397940008672037
5u7m,6.7447274948966935
5u7o,7.136677139879544
5g53,6.366531544420414
6h7m,7.801342913045577
6h7n,8.455931955649724
6h7j,8.619788758288394
6h7l,8.97061622231479
6h7o,9.853871964321762
5v7i,7.180456064458132
4clz,4.366531544420414
5iv4,5.481486060122113
5d0r,6.366531544420414
5fwj,7.886056647693163
6f34,4.943095148663527
5nzn,3.657577319177794
5nzf,4.026872146400302
5nwe,4.87942606879415
5nz4,6.2839966563652006
5nze,6.3872161432802645
5oss,4.548213564475709
5n6s,8.086186147616283
5wdj,6.958607314841775
5w19,
5kpl,6.288192770958809
5hlp,7.267606240177032
5kpm,7.823908740944319
6gn1,8.0
5k5n,8.045757490560675
5kpk,8.301029995663981
6b8j,8.301029995663981
5f94,8.468521082957745
5hln,11.522878745280337
6emh,6.079354998593212
6ekd,6.440093374963888
5div,6.853871964321762
5diu,7.366531544420414
6cnk,7.769551078621726
6cnj,8.113509274827518
5arf,6.267606240177032
5kjm,7.187086643357144
5arg,7.568636235841013
5kjn,7.769551078621726
5kjk,7.920818753952375
5kcv,8.301029995663981
4cd1,4.892790030352131
5eqe,3.87942606879415
5eqp,5.3979400086720375
5ftg,6.154901959985743
5w6o,6.2839966563652006
5fut,6.453457336521869
5eqy,8.0
2zxd,5.221848749616356
2zwz,7.787812395596042
2zx6,
5nw7,5.769551078621726
5vex,4.630042392653947
5vew,5.149966742310231
5h09,5.878440155812499
5h0h,6.163675884293248
5h0e,6.6777807052660805
5h0g,6.954677021213342
5h0b,7.958607314841775
5kv8,4.838631997765025
5kv9,5.853871964321762
6d6t,8.214670164989233
6d6u,8.214670164989233
5j4n,4.251811972993799
5o0j,4.773400094792643
5uxn,4.638272163982407
5uxm,5.443697499232713
5ee7,9.207608310501746
6bqg,8.931814138253838
6bqh,9.795880017344075
5ylj,3.8560488835760367
5jcb,4.2073282108584324
5yl2,4.4990777608096995
5lp6,4.764471553092451
5xiw,4.957424487559809
5yls,5.289882634888183
5xag,5.455931955649724
5osk,5.6020599913279625
6h9b,5.698970004336019
5xaf,5.769551078621726
6fjm,6.239577516576788
6fii,8.022276394711152
5meh,6.317854923626168
5ne5,7.4089353929735005
6gxw,3.3565473235138126
6gx3,3.6020599913279625
6gxu,3.744727494896694
6gxa,4.221848749616356
6hu2,5.8996294548824375
6hu3,6.297569463554475
5fue,6.329568590639394
6hqy,6.43533393574791
6htt,6.657577319177793
6ht8,6.721246399047171
6hu1,6.718966632752273
6htz,6.73754891026957
6hu0,6.913640169325252
6hsz,6.935542010773082
6hti,7.013228265733755
6hrq,7.087777943467584
6hth,7.1249387366083
6htg,7.173925197299173
6hsh,7.546681659952962
5ful,4.73754891026957
5fwa,4.787812395596042
5nr8,6.756961951313706
5nrf,6.787812395596042
5nra,6.910094888560602
5zku,4.296708621881338
5zla,4.300162274132754
6ffh,6.337242168318426
6ffi,8.096910013008056
6c4g,8.301029995663981
5l01,7.481486060122112
5tpg,7.853871964321762
5j6d,8.221848749616356
5iu8,7.7447274948966935
5uig,7.950781977329818
6aqf,8.669586226650809
5iua,8.823908740944319
5iu7,8.958607314841775
5iu4,9.275724130399212
5iub,9.455931955649724
6e9w,6.552841968657781
5uzj,6.782516055786093
5hvu,7.886056647693163
5kks,8.698970004336019
5kkt,
5gvm,6.730487055782084
5gvp,6.782516055786093
5yg2,6.886056647693163
5yfz,6.958607314841775
5gvk,7.00436480540245
5gvn,7.045757490560675
5xmp,7.366531544420414
5yg4,7.366531544420414
5gvl,7.376750709602099
5xmu,7.510041520575165
5xmt,7.581698708680254
5xmr,7.610833915635467
5xmv,7.679853713888946
5yg3,7.853871964321762
5xms,8.136677139879543
5u5k,4.022276394711152
5h13,4.936291440608582
5u5h,5.886056647693163
5u69,6.221848749616356
5u8a,7.886056647693163
5u8f,7.958607314841775
5u6d,8.585026652029182
5k0m,8.823908740944319
4za0,7.205511953340831
4zcw,7.371611069949688
5ld8,8.045757490560675
5d2r,5.823908740944319
5wrs,5.522878745280337
6d9x,3.490797477668897
6dai,4.0695604052333
6dak,5.142064735280571
6dar,6.6595558851598815
5m25,8.187086643357144
6das,8.306273051076353
5m23,8.903089986991944
5vfc,9.045757490560675
5hcl,2.221848749616356
5uf0,3.7958800173440754
5mli,3.8999742698921374
5ti3,4.356547323513813
5ti5,4.3872161432802645
5lj1,
5ei4,4.578396073130169
4yh4,4.585026652029182
5ti4,4.585026652029182
4yh3,4.585026652029182
5ti2,4.619788758288394
5m39,4.619788758288394
5ti6,4.6777807052660805
5mkz,4.698970004336019
5ku3,4.886056647693163
6fnx,4.8996294548824375
5d3t,4.920818753952375
5ti7,4.958607314841775
5lj2,5.0
5d3n,5.036212172654444
5luu,5.06398920428479
5d3h,5.102372908709558
5d3p,5.130768280269024
5d24,5.236572006437063
5d3j,5.2441251443275085
6cj1,5.266000713461613
6cd4,5.338187314462739
5dlx,5.698970004336019
5m3a,5.698970004336019
5dlz,5.7447274948966935
5eis,5.7447274948966935
5dw2,5.841637507904751
5egu,5.853871964321762
5d3s,5.886056647693163
5uez,6.013228265733755
5y1y,6.008773924307505
5d3l,6.055517327849832
5d26,6.0915149811213505
5d25,6.301029995663981
5hm0,6.356547323513813
4x2i,6.455931955649724
5u2e,6.557520230935552
5i88,6.6020599913279625
5u2c,6.628932137728263
6djc,6.633017024022149
6czv,6.638272163982407
6ciy,6.696803942579511
5u2f,6.714442690992226
6fo5,6.721246399047171
5dx4,6.863279432843593
6cis,6.8696662315049934
5kj0,6.886056647693163
6hdq,7.0
5f5z,7.0655015487564325
5ula,7.113509274827518
6afr,7.154901959985743
5u28,7.173925197299173
5t35,7.180456064458132
5i80,7.2076083105017466
6ckr,7.301029995663981
6e4a,7.356547323513812
5f60,7.366531544420414
5igk,7.3788237182249645
5hls,7.4089353929735005
5f61,7.455931955649724
6dne,7.47755576649368
5ueu,7.777283528852417
6cks,7.823908740944319
5f63,7.920818753952375
5f62,8.167491087293763
5khm,8.301029995663981
5uoo,8.853871964321762
6c7q,9.154901959985743
5hi7,7.853871964321762
5l26,5.346787486224656
5olk,6.0
5lxc,7.966576244513051
5ztn,8.301029995663981
5lxd,8.500312917381596
3fk1,2.616184634019569
2qft,5.259637310505756
2pq9,8.10790539730952
5dtq,3.856985199745905
5dtm,
5dtr,4.4089353929735005
5mw3,6.619788758288394
5dt2,6.823908740944319
5dry,7.698970004336019
5dsx,8.0
5mw4,11.698970004336019
6g46,3.7328282715969863
5k8o,5.962573502059376
5k8n,6.318758762624412
6bky,6.568636235841013
6bl1,6.958607314841775
6bau,4.508638306165727
6bmi,5.045757490560675
5jaz,6.552841968657781
5jnl,6.568636235841013
5jmw,6.756961951313706
5jc1,6.823908740944319
5jbi,6.920818753952375
5jmp,7.173925197299173
5jo0,7.301029995663981
5gof,4.045275209020937
5goe,4.34008379993015
5laq,9.200659450546418
5ohj,10.422508200162774
6f8w,4.638272163982407
6f8r,4.698970004336019
6f8x,4.769551078621726
6f6u,4.795880017344075
6f8v,4.795880017344075
6f8t,5.154901959985743
6fdc,5.638272163982407
6f8u,6.096910013008056
5wqa,7.958607314841775
5k1i,8.036212172654444
5k32,8.795880017344075
5zkc,8.193820026016112
5yc8,8.193820026016112
5zkb,8.698970004336019
5zk3,8.744727494896694
5zk8,8.886056647693163
5ux4,7.045757490560675
6agg,4.070581074285707
4y4g,
4y3j,2.167491087293764
4y3y,2.346787486224656
4y38,2.3979400086720375
4y4j,2.468521082957745
4ze6,2.4814860601221125
5lws,3.939302159646388
5oje,5.214670164989233
5hct,7.595166283380062
1epq,8.187086643357144
5yzc,5.522878745280337
5o2d,5.6777807052660805
6ed6,7.431798275933005
5cuu,4.373659632624958
5zu0,5.508638306165727
5zzw,5.508638306165727
6fyz,7.4089353929735005
5a2s,7.698970004336019
4aro,
5unh,9.455931955649724
5ung,9.468521082957745
5unf,9.468521082957745
6ds0,8.657577319177793
5tvn,9.040958607678906
6drx,9.236572006437063
6dry,9.431798275933005
5toe,5.6020599913279625
5tur,6.045757490560675
5tex,6.3979400086720375
5o11,6.665546248849069
5kcx,6.698970004336019
6bsk,6.920818753952375
5ipj,8.886056647693163
5iis,
5eol,9.522878745280337
5kzi,10.0
5v82,10.154901959985743
5tcj,7.376750709602099
5ey4,3.1249387366083
5f2r,4.2839966563652006
5f1x,6.107905397309519
5evz,6.568636235841013
5exw,6.823908740944319
5m4k,5.663540266151471
5j71,6.958607314841775
5j6a,7.769551078621726
5xqx,6.3872161432802645
5hbh,7.308034897232639
5idp,7.346787486224656
5hvy,7.7594507517174005
5cei,8.275724130399212
5xs2,8.301029995663981
5icp,8.42021640338319
5idn,8.585026652029182
5hbe,8.638272163982407
5hbj,8.638272163982407
5fgk,8.769551078621726
5i5z,9.045757490560675
5x62,6.421360790031928
5j32,5.080921907623926
5kxi,7.739928612014925
2gvd,7.0
5mi3,6.835647144215563
6fv4,2.9208187539523753
2ihj,4.590066876668706
5my8,7.142667503568731
6iik,4.911863911299449
6iin,6.080921907623926
6iil,6.167491087293763
5dv4,2.4723700991286615
5dv2,2.9030899869919438
5jyy,8.096910013008056
5l17,9.301029995663981
5l15,9.568636235841012
5hn7,3.9208187539523753
5hn8,4.013228265733755
5hna,4.229147988357856
5hn9,4.301029995663981
6ami,4.522878745280337
6am8,4.886056647693163
6c98,
6c99,5.619788758288394
5kkr,6.920818753952375
5eym,7.6020599913279625
4xhl,4.431798275933005
5mks,4.769551078621726
5mkr,4.769551078621726
5aqz,5.481486060122113
6fhk,7.506541949004812
5o7e,8.0
5tv1,7.2441251443275085
5ntt,5.753501419204199
5ewj,6.886056647693163
5ewm,7.920818753952375
5fcw,6.522878745280337
6hsk,7.031517051446065
1f8d,3.3979400086720375
1f8b,5.3979400086720375
1f8c,7.3979400086720375
5ou2,3.215382707367125
5ou3,6.214670164989233
5k4x,6.42021640338319
5j5r,6.886056647693163
5myv,7.508638306165727
1n2v,4.080921907623926
5jxq,8.154901959985743
5jal,2.468521082957745
5lz2,
5jah,
5ye8,
5jan,3.0087739243075053
5jao,
5lyy,4.853871964321762
5ye7,5.464579281943827
5jar,5.698970004336019
5lz4,5.698970004336019
5jas,5.769551078621726
5lz8,6.008773924307505
5lz7,6.275724130399211
5lz5,6.346787486224656
5ye9,6.449771646944906
5jat,6.638272163982407
5jap,6.638272163982407
5i8p,6.732828271596986
5lz9,6.920818753952375
5yea,8.301029995663981
5jau,8.853871964321762
5lp1,9.400116927926312
5ur1,8.97469413473523
5o48,4.698970004336019
5g1z,5.324221658325915
5g22,7.0
6bg5,6.0
5v86,7.102372908709558
5xyx,4.840282453819785
5xyy,5.035221977977624
3huc,5.987162775294828
5wjj,6.619788758288394
5mz3,6.657577319177793
3gcs,7.251811972993799
5mtx,7.752026733638194
5ml5,8.0
5tco,8.189767482004916
6anl,8.267606240177031
5mty,8.886056647693163
5tbe,8.97469413473523
6cer,5.357535479757878
6g6z,6.657577319177793
6g6y,6.657577319177793
5zo8,8.200659450546418
5zo9,8.200659450546418
5zo7,
5a4l,5.4089353929735005
5a4q,5.537602002101044
6eil,
6eip,5.695724949522871
6eij,5.774690718274137
5a4t,5.886056647693163
5a3x,6.096910013008056
5a54,6.154901959985743
6eir,6.2403321553103694
5a4e,6.3979400086720375
6eiq,6.416801226031377
6eis,6.598599459218455
6ej4,6.801342913045577
6eif,6.982966660701219
5f2w,3.9821322810364945
5f32,4.939302159646388
5f39,5.096910013008056
5anq,5.400116927926312
4ura,5.5003129173815966
5f37,5.769551078621726
5f5i,6.022276394711152
5f2s,6.698970004336019
5f3e,6.860120913598763
5f3g,6.8996294548824375
5vgi,6.982966660701219
5f3i,7.096910013008056
6fyp,6.844663962534939
5tkb,7.886056647693163
4pqa,5.552841968657781
6g92,4.119186407719209
6g91,5.494850021680094
5ax3,5.920818753952375
6g9k,7.3979400086720375
6g9a,7.6777807052660805
6g93,7.958607314841775
6g9m,8.102372908709558
6dcg,8.154901959985743
6cpw,8.2518119729938
6g9d,8.366531544420413
6g97,8.3767507096021
6g9j,8.387216143280265
6g9h,8.397940008672037
5k4i,8.508638306165727
6g9n,8.522878745280337
6ge0,8.67778070526608
5ke0,9.698970004336019
5i2r,7.721246399047171
5edi,9.522878745280337
5k1d,4.681936665037238
5k1f,4.790484985457369
5hgc,8.657577319177793
5kqd,6.301029995663981
6b3v,
5g11,7.2076083105017466
5g10,8.013228265733755
5ja0,5.221848749616356
5dgm,6.3979400086720375
4pvy,6.705533773838407
4pvx,6.764471553092451
5z4h,3.0222763947111524
5z4o,3.275724130399211
5z9e,3.4814860601221125
5l3j,6.638272163982407
5lyw,6.154901959985743
5lyx,7.42021640338319
5ji6,7.958607314841775
5jfr,8.301029995663981
5egs,6.013228265733755
5hjq,4.721246399047171
5g1a,6.568636235841013
5g17,6.698970004336019
5g1c,6.853871964321762
5g3w,7.376750709602099
6gzd,8.008773924307505
5ho6,6.690369832574102
5hoa,7.1938200260161125
5hlw,7.638272163982407
5hor,8.221848749616356
